,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date,mm,dd
2385,Arizona,1,Basic,High School or Below,other,0,Suburban,Married,Personal Auto,1,1,Web,Sports Car,Medsize,2011-02-04,2,4
2386,Oregon,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,2,Call Center,SUV,Medsize,2011-02-07,2,7
2387,California,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-11,2,11
2388,California,0,Basic,Bachelor,Employed,1,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Small,2011-01-12,1,12
2389,Arizona,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Small,2011-01-25,1,25
2390,Arizona,0,Basic,College,Employed,0,Rural,Married,Corporate Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-02,2,2
2391,California,0,Premium,Bachelor,Employed,0,Urban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-23,2,23
2392,Washington,1,Basic,High School or Below,Employed,0,Rural,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-01-15,1,15
2393,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small,2011-02-14,2,14
2394,California,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,2,3,Agent,Four-Door Car,Medsize,2011-01-30,1,30
2395,Nevada,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Small,2011-02-09,2,9
2396,Arizona,0,Basic,College,Unemployed,1,Suburban,Married,Special Auto,3,3,Branch,SUV,Medsize,2011-01-20,1,20
2397,Oregon,0,Basic,High School or Below,Employed,0,Rural,Divorced,Personal Auto,2,4,Branch,Two-Door Car,Medsize,2011-02-01,2,1
2398,California,0,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-19,1,19
2399,California,0,Basic,Bachelor,Employed,0,Suburban,Married,Special Auto,2,1,Call Center,Four-Door Car,Small,2011-02-27,2,27
2400,Nevada,0,Basic,High School or Below,Unemployed,1,Suburban,Married,Personal Auto,2,1,Web,Sports Car,Medsize,2011-02-18,2,18
2401,Oregon,0,Basic,High School or Below,other,1,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-04,2,4
2402,Nevada,0,Extended,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-02-03,2,3
2403,Arizona,0,Basic,Bachelor,Employed,1,Rural,Single,Personal Auto,3,1,Agent,SUV,Large,2011-01-16,1,16
2404,Washington,0,Basic,Master,Employed,0,Suburban,Married,Personal Auto,2,3,Call Center,Two-Door Car,Small,2011-01-10,1,10
2405,Oregon,0,Premium,Master,Employed,1,Suburban,Married,Personal Auto,3,3,Agent,Two-Door Car,Medsize,2011-01-25,1,25
2406,Arizona,0,Extended,Master,Employed,0,Rural,Married,Personal Auto,2,4,Agent,Four-Door Car,Large,2011-02-08,2,8
2407,California,0,Basic,College,Employed,0,Urban,Married,Personal Auto,2,2,Branch,Two-Door Car,Small,2011-02-06,2,6
2408,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,2,Web,SUV,Medsize,2011-02-06,2,6
2409,Oregon,0,Extended,Master,other,0,Suburban,Divorced,Personal Auto,3,1,Web,Two-Door Car,Medsize,2011-01-03,1,3
2410,California,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-02-13,2,13
2411,California,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,3,Agent,Sports Car,Large,2011-01-22,1,22
2412,Arizona,0,Basic,Bachelor,other,0,Suburban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-09,2,9
2413,Oregon,0,Basic,High School or Below,Employed,0,Rural,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-01-08,1,8
2414,California,0,Extended,High School or Below,Unemployed,0,Suburban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Small,2011-01-22,1,22
2415,Washington,1,Basic,Bachelor,Unemployed,1,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-02-08,2,8
2416,Arizona,0,Premium,High School or Below,Unemployed,0,Suburban,Divorced,Corporate Auto,2,1,Agent,Four-Door Car,Small,2011-01-09,1,9
2417,Oregon,0,Basic,High School or Below,Employed,0,Rural,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-30,1,30
2418,California,0,Basic,College,Employed,0,Rural,Married,Personal Auto,2,4,Agent,Four-Door Car,Small,2011-01-18,1,18
2419,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-19,2,19
2420,Arizona,0,Basic,College,Unemployed,0,Urban,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-20,1,20
2421,Arizona,0,Basic,High School or Below,Employed,1,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-24,1,24
2422,Oregon,0,Premium,Bachelor,Unemployed,1,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-07,1,7
2423,California,0,Extended,High School or Below,Employed,1,Rural,Married,Corporate Auto,3,2,Web,Sports Car,Medsize,2011-01-04,1,4
2424,Arizona,0,Extended,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,Luxury,Medsize,2011-02-26,2,26
2425,California,0,Basic,Bachelor,Employed,1,Urban,Married,Special Auto,1,1,Agent,Four-Door Car,Medsize,2011-01-29,1,29
2426,Arizona,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,1,2,Agent,Four-Door Car,Small,2011-01-01,1,1
2427,California,0,Basic,Master,other,1,Suburban,Divorced,Corporate Auto,1,1,Call Center,Four-Door Car,Small,2011-02-23,2,23
2428,Nevada,0,Extended,High School or Below,Employed,1,Suburban,Married,Corporate Auto,3,1,Web,Four-Door Car,Medsize,2011-02-19,2,19
2429,Oregon,1,Extended,Bachelor,other,1,Suburban,Married,Personal Auto,1,2,Agent,SUV,Small,2011-01-10,1,10
2430,Arizona,0,Basic,College,other,0,Suburban,Married,Corporate Auto,3,1,Agent,Two-Door Car,Large,2011-01-30,1,30
2431,Nevada,0,Extended,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,2,Branch,Sports Car,Medsize,2011-02-21,2,21
2432,Oregon,0,Premium,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-01-22,1,22
2433,Oregon,0,Basic,High School or Below,Employed,1,Urban,Divorced,Personal Auto,2,1,Call Center,Two-Door Car,Medsize,2011-02-27,2,27
2434,California,0,Basic,High School or Below,Employed,1,Rural,Divorced,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-12,2,12
2435,Oregon,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Corporate Auto,1,2,Agent,Four-Door Car,Medsize,2011-02-12,2,12
2436,California,0,Basic,College,Employed,1,Urban,Married,Personal Auto,2,2,Web,Two-Door Car,Medsize,2011-01-12,1,12
2437,California,1,Extended,Doctor,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-08,1,8
2438,Washington,0,Basic,Master,Employed,0,Rural,Single,Personal Auto,3,4,Agent,Four-Door Car,Large,2011-02-28,2,28
2439,Washington,0,Extended,High School or Below,Employed,1,Rural,Married,Special Auto,2,4,Branch,Two-Door Car,Medsize,2011-01-02,1,2
2440,Nevada,0,Basic,Bachelor,other,0,Suburban,Married,Personal Auto,1,3,Branch,Two-Door Car,Medsize,2011-02-04,2,4
2441,Oregon,0,Premium,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-11,1,11
2442,Arizona,0,Basic,College,Unemployed,1,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-19,2,19
2443,Arizona,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-07,2,7
2444,California,1,Basic,Bachelor,Employed,0,Suburban,Divorced,Personal Auto,2,2,Branch,Two-Door Car,Medsize,2011-01-18,1,18
2445,Oregon,0,Basic,Bachelor,Employed,0,Urban,Divorced,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-02-14,2,14
2446,Oregon,0,Extended,Bachelor,Employed,0,Rural,Married,Special Auto,3,2,Branch,Four-Door Car,Large,2011-01-31,1,31
2447,Oregon,0,Basic,Bachelor,Employed,1,Rural,Married,Corporate Auto,3,4,Branch,Four-Door Car,Small,2011-02-02,2,2
2448,California,0,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,2,3,Call Center,SUV,Medsize,2011-01-07,1,7
2449,Arizona,1,Extended,Bachelor,Employed,1,Suburban,Single,Personal Auto,1,2,Agent,SUV,Medsize,2011-02-03,2,3
2450,California,0,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,3,Agent,Two-Door Car,Medsize,2011-01-18,1,18
2451,Washington,0,Basic,College,Employed,1,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-02-26,2,26
2452,Arizona,0,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,1,1,Web,Luxury,Medsize,2011-01-16,1,16
2453,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,Luxury,Medsize,2011-01-29,1,29
2454,Arizona,0,Extended,College,Employed,1,Suburban,Married,Special Auto,1,2,Agent,Four-Door Car,Small,2011-02-17,2,17
2455,California,0,Extended,College,Employed,1,Rural,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-08,1,8
2456,California,0,Basic,High School or Below,Employed,1,Rural,Single,Corporate Auto,3,3,Web,SUV,Medsize,2011-02-10,2,10
2457,Oregon,0,Premium,High School or Below,Unemployed,0,Suburban,Divorced,Personal Auto,3,4,Agent,Four-Door Car,Small,2011-01-05,1,5
2458,California,0,Extended,College,Unemployed,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-31,1,31
2459,Oregon,1,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-02-12,2,12
2460,Arizona,0,Basic,College,Employed,1,Rural,Married,Personal Auto,3,3,Branch,SUV,Large,2011-02-21,2,21
2461,California,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,1,2,Agent,Two-Door Car,Medsize,2011-01-20,1,20
2462,Oregon,0,Extended,College,Employed,0,Suburban,Married,Personal Auto,3,1,Branch,Luxury,Medsize,2011-01-25,1,25
2463,Oregon,0,Basic,College,Employed,0,Rural,Divorced,Personal Auto,3,1,Branch,SUV,Small,2011-01-22,1,22
2464,California,0,Extended,Doctor,Employed,0,Rural,Married,Corporate Auto,2,3,Branch,Four-Door Car,Medsize,2011-02-22,2,22
2465,Oregon,0,Extended,College,other,1,Suburban,Divorced,Corporate Auto,3,4,Branch,Four-Door Car,Small,2011-01-14,1,14
2466,Arizona,0,Basic,High School or Below,Employed,1,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-03,2,3
2467,Arizona,0,Basic,College,Unemployed,1,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-02-15,2,15
2468,California,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-05,1,5
2469,Washington,1,Extended,College,Employed,0,Suburban,Single,Special Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-11,1,11
2470,California,1,Basic,High School or Below,Employed,0,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large,2011-01-06,1,6
2471,California,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,2,Branch,Sports Car,Medsize,2011-02-06,2,6
2472,Arizona,0,Basic,College,Employed,1,Suburban,Divorced,Personal Auto,3,3,Call Center,SUV,Medsize,2011-02-24,2,24
2473,Oregon,0,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,2,3,Branch,SUV,Medsize,2011-01-12,1,12
2474,Oregon,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Large,2011-01-28,1,28
2475,Nevada,0,Extended,College,Employed,1,Urban,Married,Corporate Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-11,1,11
2476,Oregon,0,Basic,Doctor,Employed,0,Rural,Divorced,Personal Auto,1,3,Branch,SUV,Medsize,2011-02-27,2,27
2477,California,1,Extended,College,Employed,0,Urban,Divorced,Personal Auto,2,2,Call Center,Four-Door Car,Medsize,2011-01-05,1,5
2478,Nevada,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,1,2,Agent,Two-Door Car,Medsize,2011-02-04,2,4
2479,California,0,Basic,College,Employed,1,Urban,Divorced,Personal Auto,2,4,Agent,Two-Door Car,Medsize,2011-02-08,2,8
2480,Arizona,0,Premium,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,2,3,Agent,Two-Door Car,Medsize,2011-02-28,2,28
2481,Arizona,0,Extended,Bachelor,Employed,0,Urban,Divorced,Personal Auto,2,1,Call Center,Luxury,Small,2011-01-06,1,6
2482,Oregon,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,3,4,Call Center,Two-Door Car,Small,2011-01-18,1,18
2483,Arizona,0,Extended,High School or Below,Employed,0,Suburban,Divorced,Corporate Auto,3,3,Call Center,Four-Door Car,Large,2011-02-26,2,26
2484,Arizona,0,Basic,Bachelor,Employed,0,Urban,Married,Corporate Auto,2,3,Branch,Sports Car,Small,2011-01-26,1,26
2485,Arizona,1,Extended,College,other,0,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-23,2,23
2486,Arizona,1,Basic,College,other,1,Suburban,Married,Personal Auto,2,2,Branch,Two-Door Car,Large,2011-01-24,1,24
2487,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Corporate Auto,1,2,Call Center,Four-Door Car,Small,2011-02-16,2,16
2488,Nevada,1,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,2,1,Web,SUV,Medsize,2011-01-11,1,11
2489,Nevada,0,Basic,College,Unemployed,0,Rural,Married,Personal Auto,2,1,Branch,Sports Car,Small,2011-01-29,1,29
2490,Arizona,0,Premium,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,3,Call Center,Two-Door Car,Small,2011-01-03,1,3
2491,Washington,0,Extended,College,Employed,0,Suburban,Married,Corporate Auto,2,3,Call Center,Four-Door Car,Medsize,2011-01-08,1,8
2492,California,0,Basic,Bachelor,Unemployed,1,Rural,Married,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-02-14,2,14
2493,Washington,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize,2011-01-06,1,6
2494,California,0,Basic,Bachelor,Unemployed,0,Rural,Married,Personal Auto,1,4,Web,SUV,Small,2011-02-13,2,13
2495,California,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,1,1,Branch,Four-Door Car,Medsize,2011-02-24,2,24
2496,Oregon,0,Basic,Bachelor,Employed,0,Suburban,Divorced,Corporate Auto,1,1,Call Center,Luxury,Small,2011-01-17,1,17
2497,Oregon,0,Extended,Doctor,Employed,0,Urban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-02-07,2,7
2498,Arizona,0,Basic,High School or Below,Employed,1,Urban,Married,Corporate Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-02,1,2
2499,Oregon,0,Extended,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,2,Web,SUV,Medsize,2011-01-30,1,30
2500,Oregon,0,Basic,Master,Employed,0,Urban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-01-02,1,2
2501,Oregon,0,Extended,High School or Below,Employed,0,Suburban,Married,Corporate Auto,2,1,Web,Four-Door Car,Small,2011-02-10,2,10
2502,Arizona,0,Basic,Bachelor,other,1,Suburban,Married,Personal Auto,3,1,Call Center,Sports Car,Medsize,2011-01-31,1,31
2503,Arizona,0,Extended,Doctor,Employed,1,Suburban,Married,Personal Auto,1,3,Call Center,Sports Car,Medsize,2011-01-15,1,15
2504,Oregon,0,Premium,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,3,1,Branch,Luxury,Medsize,2011-02-26,2,26
2505,California,0,Basic,College,other,1,Rural,Married,Personal Auto,1,2,Call Center,Sports Car,Medsize,2011-01-01,1,1
2506,California,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-22,1,22
2507,California,0,Premium,College,Employed,1,Rural,Divorced,Personal Auto,3,3,Web,Two-Door Car,Medsize,2011-02-22,2,22
2508,Oregon,0,Extended,Bachelor,other,0,Suburban,Married,Corporate Auto,2,2,Web,Four-Door Car,Small,2011-01-23,1,23
2509,Oregon,0,Extended,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-03,1,3
2510,California,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Large,2011-01-07,1,7
2511,California,0,Basic,High School or Below,Employed,1,Suburban,Single,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-17,2,17
2512,Oregon,1,Basic,High School or Below,other,0,Suburban,Married,Personal Auto,3,3,Web,Four-Door Car,Medsize,2011-01-05,1,5
2513,California,0,Basic,College,Employed,1,Urban,Married,Personal Auto,3,3,Call Center,Two-Door Car,Medsize,2011-02-03,2,3
2514,Washington,1,Basic,Bachelor,other,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-01-15,1,15
2515,Washington,0,Basic,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Medsize,2011-01-03,1,3
2516,Nevada,0,Premium,High School or Below,Employed,1,Rural,Married,Special Auto,2,4,Branch,Four-Door Car,Medsize,2011-01-14,1,14
2517,Nevada,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Small,2011-02-08,2,8
2518,Oregon,0,Premium,College,Employed,1,Urban,Divorced,Personal Auto,3,2,Agent,Two-Door Car,Large,2011-02-01,2,1
2519,Arizona,0,Basic,College,Unemployed,1,Suburban,Single,Personal Auto,3,3,Call Center,Two-Door Car,Large,2011-01-21,1,21
2520,California,1,Basic,Master,Employed,0,Rural,Single,Personal Auto,1,1,Agent,Sports Car,Medsize,2011-01-26,1,26
2521,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Small,2011-01-25,1,25
2522,Oregon,0,Basic,Bachelor,other,1,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-02-24,2,24
2523,Oregon,0,Basic,College,other,0,Suburban,Divorced,Personal Auto,1,4,Agent,Sports Car,Medsize,2011-02-05,2,5
2524,Nevada,0,Basic,College,Employed,1,Suburban,Single,Personal Auto,2,4,Web,Two-Door Car,Medsize,2011-01-19,1,19
2525,California,0,Basic,College,Employed,1,Rural,Married,Personal Auto,2,4,Call Center,Luxury,Medsize,2011-02-04,2,4
2526,Nevada,0,Extended,High School or Below,Employed,0,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-08,2,8
2527,Arizona,0,Extended,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Large,2011-02-05,2,5
2528,Washington,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,1,2,Call Center,SUV,Medsize,2011-01-24,1,24
2529,California,0,Premium,College,Employed,1,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize,2011-01-23,1,23
2530,Arizona,0,Extended,Bachelor,Employed,0,Rural,Single,Personal Auto,3,3,Agent,Four-Door Car,Medsize,2011-02-19,2,19
2531,Oregon,0,Basic,College,Unemployed,0,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize,2011-01-20,1,20
2532,Washington,0,Extended,High School or Below,Unemployed,0,Suburban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-02-25,2,25
2533,Arizona,0,Basic,Bachelor,Employed,1,Rural,Married,Personal Auto,3,3,Branch,Luxury,Medsize,2011-01-01,1,1
2534,California,0,Extended,Doctor,Employed,0,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-10,1,10
2535,Arizona,0,Basic,College,Employed,1,Suburban,Divorced,Personal Auto,3,2,Web,Four-Door Car,Medsize,2011-01-06,1,6
2536,Oregon,0,Premium,College,Unemployed,0,Suburban,Single,Corporate Auto,3,1,Web,Four-Door Car,Medsize,2011-02-13,2,13
2537,Oregon,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,1,3,Branch,SUV,Small,2011-01-14,1,14
2538,California,1,Basic,College,Employed,1,Suburban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-24,2,24
2539,California,1,Basic,College,other,0,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Medsize,2011-01-10,1,10
2540,Nevada,0,Basic,College,Employed,1,Suburban,Divorced,Personal Auto,3,2,Call Center,Sports Car,Medsize,2011-01-30,1,30
2541,Nevada,0,Extended,High School or Below,Employed,1,Rural,Married,Special Auto,1,4,Agent,Four-Door Car,Medsize,2011-01-25,1,25
2542,California,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,1,3,Agent,Four-Door Car,Small,2011-01-12,1,12
2543,Nevada,1,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-27,1,27
2544,Nevada,0,Basic,Master,Employed,1,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large,2011-01-23,1,23
2545,California,0,Basic,College,Employed,0,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-29,1,29
2546,California,0,Basic,Bachelor,Employed,1,Suburban,Married,Corporate Auto,3,2,Web,Luxury,Medsize,2011-01-23,1,23
2547,Oregon,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,1,Call Center,Luxury,Small,2011-01-16,1,16
2548,California,0,Basic,High School or Below,Employed,0,Rural,Married,Corporate Auto,2,2,Branch,Four-Door Car,Medsize,2011-01-29,1,29
2549,Oregon,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,3,3,Web,Two-Door Car,Small,2011-01-12,1,12
2550,Nevada,0,Extended,College,Unemployed,1,Suburban,Single,Personal Auto,2,1,Branch,SUV,Medsize,2011-01-25,1,25
2551,Oregon,0,Extended,High School or Below,Employed,1,Suburban,Married,Personal Auto,1,1,Branch,Sports Car,Large,2011-01-01,1,1
2552,Arizona,0,Basic,Bachelor,other,0,Suburban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize,2011-01-23,1,23
2553,Washington,0,Extended,Bachelor,Employed,0,Suburban,Married,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-01-28,1,28
2554,California,0,Basic,College,Employed,0,Urban,Married,Special Auto,3,2,Branch,SUV,Medsize,2011-02-18,2,18
2555,California,0,Basic,High School or Below,Employed,0,Suburban,Divorced,Personal Auto,3,1,Agent,SUV,Medsize,2011-01-31,1,31
